freq, W
102000,1.62491150078412
204000,1.784909530866271
307200,1.945723364119141
403200,2.690227832119393
518400,2.8223552902803584
614400,2.9473005062866022
710400,3.094100314435046
825600,3.2562201775781365
921600,3.3976207866069923
1036800,3.5447716158639273
1132800,3.6941362502105086
1224000,3.588901385781155
1326000,4.18566793455217
1428000,4.516393022504645
