freq, W
102000,1.720715706113546
204000,1.9277767205943048
307200,2.1385014517127527
403200,2.826547420553034
518400,3.020443118654561
614400,3.201359099876187
710400,3.4114674207593887
825600,3.5764489001238133
921600,3.80831924709984
1036800,3.9815188068510112
1132800,4.17272941147338
1224000,4.412016584193149
1326000,4.786061662195625
1428000,5.212730329137433
