freq, W
102000,1.6176209391250518
204000,1.6489202052420777
307200,2.280042200769804
403200,2.375992130450121
518400,2.336743409010729
614400,2.37500718675196
710400,2.4138299153941394
825600,2.4968453342963266
921600,2.576230454601734
1036800,2.58014183656624
1132800,2.7003934139913253
1224000,2.65439561043435
1326000,2.7638209799834916
1428000,2.883156827899298
