freq, W
76800000,4.30151126836683
153600000,4.306908445246742
230400000,4.315078786339498
307200000,4.314495800392369
384000000,4.32317588127873
460800000,4.272180451711761
537600000,4.325733915670259
614400000,4.3222046149821045
691200000,4.278777636069772
768000000,4.324703972055889
844800000,4.33978577138206
921600000,4.360814301546987
